u,v,key,elevation,elevation_gain
1293513623,1293513640,0,354.0,-2.0
1293513623,424051241,0,350.0,-2.0
1293513623,1790264609,0,352.0,-2.0
1293513640,1790264535,0,356.0,2.0
1293513640,4646549814,0,359.0,2.0
1293513640,1293513623,0,354.0,2.0
1293513640,57862530,0,358.0,2.0
1293711335,619525143,0,305.0,0.0
1293711335,262068233,0,305.0,0.0
1293711335,1293711341,0,305.0,0.0
1293711339,1293711349,0,306.0,-2.0
1293711339,1293711380,0,304.0,-2.0
1293711339,3627729775,0,304.0,-2.0
1293711341,1293711335,0,305.0,0.0
1293711341,1293711353,0,305.0,0.0
1293711341,1489713111,0,305.0,0.0
1293711348,1293711349,0,305.0,6.0
1293711348,233202844,0,305.0,6.0
1293711348,590291,0,307.0,6.0
1293711348,590288,0,311.0,6.0
1293711349,233202629,0,306.0,-1.0
1293711349,1293711339,0,306.0,-1.0
1293711349,1293711348,0,305.0,-1.0
1293711353,1293711341,0,305.0,-1.0
1293711353,1162390056,0,302.0,-1.0
1293711353,1451547384,0,304.0,-1.0
1293711380,1293711339,0,304.0,3.0
1293711380,233202844,0,304.0,3.0
1293711380,233202978,0,307.0,3.0
1293842416,1662929129,0,358.0,-1.0
1293842416,4111924989,0,358.0,-1.0
1293842416,491453758,0,357.0,-1.0
1293842416,38690449,0,357.0,-1.0
1293842418,90394772,0,357.0,0.0
1293842418,38690558,0,356.0,0.0
1293842418,4069680686,0,357.0,0.0
1293842432,313992633,0,350.0,1.0
1293842432,4145118324,0,350.0,1.0
1293842432,313992635,0,351.0,1.0
1294131250,1294131251,0,462.0,1.0
1294131250,26536731,0,462.0,1.0
1294131250,2806795475,0,463.0,1.0
1294131251,1294131250,0,462.0,0.0
1294807340,1828852717,0,259.0,0.0
1295437479,59659813,0,270.0,0.0
1296810349,1296810499,0,276.0,0.0
1296810362,1202588900,0,277.0,0.0
1296810499,267070060,0,276.0,0.0
1296810499,267070087,0,275.0,0.0
1296810499,1296810349,0,276.0,0.0
1296958733,1644016405,0,264.0,0.0
1296963982,496243144,0,281.0,0.0
1296963982,496238418,0,284.0,0.0
1296963982,8863361829,0,281.0,0.0
1296964619,2677662610,0,290.0,-2.0
1296964619,811134860,0,297.0,-2.0
1296964619,90394865,0,289.0,-2.0
1296964619,811155809,0,288.0,-2.0
1296965804,148957460,0,267.0,0.0
1296965804,1259352638,0,267.0,0.0
1296965804,5124715088,0,269.0,0.0
1296965804,33771631,0,267.0,0.0
1297298001,428589192,0,274.0,1.0
1297298001,428601482,0,275.0,1.0
1297628515,1868756735,0,261.0,1.0
1297628515,1622467256,0,263.0,1.0
1297628515,3412326261,0,263.0,1.0
1297628515,8507975926,0,262.0,1.0
1297628522,3412326259,0,260.0,3.0
1297628522,3412326257,0,263.0,3.0
1297628522,1868756735,0,263.0,3.0
1297628571,1297628572,0,276.0,1.0
1297628571,603774977,0,276.0,1.0
1297628571,1297628573,0,277.0,1.0
1297628572,603774973,0,276.0,0.0
1297628572,1297628571,0,276.0,0.0
1297628572,1975605470,0,276.0,0.0
1297628573,1297628571,0,277.0,-2.0
1297628573,3365650829,0,273.0,-2.0
1297628573,3365650829,1,275.0,-2.0
1298265675,35627601,0,269.0,0.0
1298265675,4423363697,0,269.0,0.0
1298265675,2452991830,0,269.0,0.0
1298274596,489364949,0,307.0,0.0
1298274596,1298274598,0,307.0,0.0
1298274597,1298274596,0,307.0,-4.0
1298274597,590298,0,303.0,-4.0
1298274598,686572158,0,307.0,0.0
1298274598,38670562,0,307.0,0.0
1298890655,9329498260,0,358.0,0.0
1298890655,57862318,0,361.0,0.0
1298890655,57862530,0,358.0,0.0
1298892699,57862601,0,375.0,0.0
1299497214,5532646619,0,213.0,-1.0
1299497214,314443026,0,214.0,-1.0
1299497214,249084532,0,212.0,-1.0
1299497228,249084644,0,224.0,0.0
1299497228,247805519,0,224.0,0.0
1299497233,5529061927,0,212.0,0.0
1299507472,60399641,0,252.0,-2.0
1299507472,60399639,0,250.0,-2.0
1299507474,4362502546,0,254.0,4.0
1299507474,4179676320,0,256.0,4.0
1299507474,1393804278,0,258.0,4.0
1299531456,1162390056,0,305.0,0.0
1299531540,3793130373,0,304.0,0.0
1299531540,5558419376,0,304.0,0.0
1299531588,38670477,0,303.0,0.0
1299568494,35827948,0,333.0,9.0
1299568494,4079312758,0,332.0,9.0
1299568494,35827898,0,342.0,9.0
1299568499,35827896,0,344.0,-4.0
1299568499,35827898,0,340.0,-4.0
1299568499,4147034489,0,340.0,-4.0
1299568530,35827939,0,303.0,-1.0
1299568530,1662671779,0,302.0,-1.0
1299568530,4145068383,0,302.0,-1.0
1299639377,4046073937,0,271.0,-2.0
1299639377,60946694,0,271.0,-2.0
1299639377,3616170811,0,269.0,-2.0
1299639380,267071061,0,277.0,0.0
1299639380,1299639540,0,276.0,0.0
1299639380,283609724,0,277.0,0.0
1299639438,38690536,0,274.0,-6.0
1299639438,3616170811,0,272.0,-6.0
1299639438,5509314207,0,268.0,-6.0
1299639502,2846298878,0,274.0,0.0
1299639502,1299639540,0,274.0,0.0
1299639502,38690543,0,274.0,0.0
1299639502,1862765357,0,274.0,0.0
1299639540,1299639380,0,276.0,-5.0
1299639540,1299639502,0,274.0,-5.0
1299639540,60946693,0,271.0,-5.0
1299755917,4474849486,0,271.0,1.0
1299755917,496267614,0,271.0,1.0
1299755917,3770654029,0,272.0,1.0
1299755965,765746932,0,251.0,0.0
1299755965,3870326363,0,250.0,0.0
1299755965,3870326353,0,251.0,0.0
1299755974,71129492,0,253.0,3.0
1299755974,5604925645,0,253.0,3.0
1299755974,252162700,0,256.0,3.0
1299755997,707275712,0,252.0,-1.0
1299755997,3870326353,0,251.0,-1.0
1299755997,3870326400,0,251.0,-1.0
1299756083,2862898551,0,247.0,0.0
1299756083,283601120,0,239.0,0.0
1299756083,4580990090,0,247.0,0.0
1299907884,26749790,0,219.0,3.0
1299907884,3684992205,0,222.0,3.0
1299907957,277750137,0,218.0,0.0
1299907957,3476747125,0,217.0,0.0
1299907957,148949194,0,218.0,0.0
1299950061,3554434108,0,244.0,0.0
1299950061,8767931206,0,244.0,0.0
1299950061,3554434127,0,244.0,0.0
1299950063,2927432098,0,251.0,2.0
1299950063,7673952000,0,251.0,2.0
1299950063,304120926,0,253.0,2.0
1299950066,1527337368,0,255.0,-3.0
1299950066,267542540,0,246.0,-3.0
1299950066,561397717,0,252.0,-3.0
1299950149,31788441,0,253.0,0.0
1300011316,3634616918,0,225.0,0.0
1300011316,385113736,0,226.0,0.0
1300011316,1300011357,0,225.0,0.0
1300011357,1300011316,0,225.0,0.0
1300011364,29686414,0,246.0,0.0
1300011364,1300011546,0,246.0,0.0
1300011384,5950905955,0,237.0,-2.0
1300011384,385121175,0,241.0,-2.0
1300011384,1779123856,0,235.0,-2.0
1300011406,3991843135,0,243.0,0.0
1300011406,5949737187,0,241.0,0.0
1300011406,1300011584,0,243.0,0.0
1300011410,385121175,0,241.0,0.0
1300011410,5950843236,0,241.0,0.0
1300011410,5950843227,0,241.0,0.0
1300011425,5613869171,0,221.0,0.0
1300011493,385114550,0,241.0,6.0
1300011493,5949763203,0,248.0,6.0
1300011493,1300011504,0,247.0,6.0
1300011504,5950827205,0,251.0,-4.0
1300011504,2476822154,0,251.0,-4.0
1300011504,1300011493,0,247.0,-4.0
1300011546,1300011364,0,246.0,-3.0
1300011546,273333439,0,243.0,-3.0
1300011584,385122166,0,247.0,-4.0
1300011584,385114550,0,241.0,-4.0
1300011584,1300011406,0,243.0,-4.0
1300011587,1779123854,0,222.0,0.0
1300011591,385114261,0,241.0,8.0
1300011591,10781982196,0,246.0,8.0
1300011591,385114561,0,246.0,8.0
1300011591,385122508,0,249.0,8.0
1300253001,57862030,0,361.0,-1.0
1300253001,1300254144,0,364.0,-1.0
1300253001,1300253709,0,360.0,-1.0
1300253041,1300254144,0,369.0,0.0
1300253709,1300253001,0,360.0,0.0
1300254144,1300253001,0,364.0,5.0
1300254144,57861995,0,365.0,5.0
1300254144,1300253041,0,369.0,5.0
1302415859,256025399,0,232.0,0.0
1302415859,1302416679,0,232.0,0.0
1302415859,1437349385,0,232.0,0.0
1302416679,1302415859,0,232.0,0.0
1302475026,635374997,0,456.0,2.0
1302475026,27281810,0,459.0,2.0
1302475026,27281817,0,458.0,2.0
1302475069,245580663,0,469.0,0.0
1302818768,33327553,0,268.0,0.0
1302818768,1595479074,0,268.0,0.0
1302818768,5569637925,0,268.0,0.0
1302818768,1595479035,0,268.0,0.0
1302818775,8524811587,0,293.0,0.0
1302818775,9830302100,0,293.0,0.0
1302818775,8524811523,0,293.0,0.0
1302829831,8121582207,0,225.0,0.0
1302829831,496507580,0,227.0,0.0
1302829831,8588080167,0,225.0,0.0
1302829860,1302829861,0,232.0,-3.0
1302829860,283609777,0,233.0,-3.0
1302829860,4210880900,0,229.0,-3.0
1302829861,1302829860,0,232.0,3.0
1302829861,283609781,0,240.0,3.0
1302829861,4210880863,0,235.0,3.0
1302829910,26749814,0,217.0,0.0
1304081285,33327613,0,282.0,0.0
1304101382,74253421,0,261.0,0.0
1304101426,1304101463,0,258.0,0.0
1304101426,3812611630,0,258.0,0.0
1304101426,3402155382,0,258.0,0.0
1304101439,1491614711,0,266.0,3.0
1304101439,3711121348,0,268.0,3.0
1304101439,33327645,0,268.0,3.0
1304101439,1491615544,0,269.0,3.0
1304101451,3402155382,0,258.0,0.0
1304101451,74253421,0,259.0,0.0
1304101451,3812611630,0,258.0,0.0
1304101463,1304101426,0,258.0,4.0
1304101463,3711121348,0,265.0,4.0
1304101463,3402155380,0,262.0,4.0
1304206309,1182983483,0,224.0,-1.0
1304206309,137945131,0,223.0,-1.0
1304206342,3654911753,0,223.0,-2.0
1304206342,3654911750,0,223.0,-2.0
1304206342,32197371,0,223.0,-2.0
1304206342,3635757252,0,221.0,-2.0
1304206365,5354915623,0,223.0,0.0
1304206365,32195512,0,223.0,0.0
1304206392,3837459821,0,222.0,0.0
1304206392,26241824,0,221.0,0.0
1304206392,1604235175,0,222.0,0.0
1304206409,559421516,0,221.0,0.0
1304611699,20966926,0,231.0,0.0
1304764242,4587142563,0,256.0,0.0
1304764242,8874568773,0,256.0,0.0
1304764242,4978973015,0,256.0,0.0
1304764255,130582890,0,261.0,1.0
1304764255,1740680833,0,262.0,1.0
1304764297,312943831,0,262.0,-6.0
1304764297,130582890,0,261.0,-6.0
1304764297,312943836,0,256.0,-6.0
1304823099,243204248,0,285.0,0.0
1305074823,1305074875,0,288.0,0.0
1305074875,267628525,0,288.0,3.0
1305074875,1305074823,0,288.0,3.0
1305074875,253054888,0,291.0,3.0
1305169230,3885556263,0,243.0,0.0
1305169230,1643289911,0,245.0,0.0
1305169230,3885556244,0,243.0,0.0
1305533817,1305533832,0,298.0,5.0
1305533817,340476033,0,299.0,5.0
1305533817,1305533835,0,303.0,5.0
1305533818,90394890,0,302.0,0.0
1305533819,340476033,0,299.0,0.0
1305533819,1305533827,0,300.0,0.0
1305533819,3426830246,0,299.0,0.0
1305533820,1305533846,0,297.0,0.0
1305533820,1305533844,0,297.0,0.0
1305533820,90394918,0,297.0,0.0
1305533820,369949681,0,297.0,0.0
1305533823,90394884,0,300.0,0.0
1305533824,90394877,0,302.0,0.0
1305533824,90394880,0,300.0,0.0
1305533824,1305533841,0,302.0,0.0
1305533827,1305533819,0,300.0,0.0
1305533827,369949680,0,300.0,0.0
1305533827,3426830252,0,300.0,0.0
1305533831,90394855,0,297.0,0.0
1305533832,90394858,0,300.0,1.0
1305533832,1305533817,0,298.0,1.0
1305533832,90394899,0,301.0,1.0
1305533833,90394918,0,298.0,0.0
1305533834,1305533835,0,302.0,0.0
1305533835,1305533834,0,302.0,1.0
1305533835,90394899,0,301.0,1.0
1305533835,90394890,0,301.0,1.0
1305533835,1305533817,0,303.0,1.0
1305533841,90394877,0,302.0,0.0
1305533841,1305533824,0,302.0,0.0
1305533841,90394875,0,302.0,0.0
1305533842,1305533846,0,297.0,0.0
1305533844,1305533820,0,297.0,0.0
1305533846,369949689,0,298.0,-1.0
1305533846,90394855,0,298.0,-1.0
1305533846,1305533842,0,297.0,-1.0
1305533846,1305533820,0,297.0,-1.0
1305832346,1305832368,0,236.0,-4.0
1305832346,1305832386,0,235.0,-4.0
1305832346,246258412,0,232.0,-4.0
1305832365,1305832386,0,245.0,0.0
1305832368,1305832346,0,236.0,0.0
1305832383,2863093506,0,257.0,-8.0
1305832383,322976680,0,268.0,-8.0
1305832383,322976697,0,249.0,-8.0
1305832386,322976697,0,243.0,2.0
1305832386,1305832346,0,235.0,2.0
1305832386,1305832365,0,245.0,2.0
1305943890,1237660130,0,301.0,0.0
1306014474,1398733267,0,337.0,0.0
1307551302,1307553746,0,228.0,-1.0
1307551302,1307554994,0,227.0,-1.0
1307551302,1529803321,0,227.0,-1.0
1307551306,21097757,0,228.0,0.0
1307551306,277049238,0,228.0,0.0
1307551306,1353679175,0,228.0,0.0
1307551314,1307552958,0,230.0,0.0
1307551314,1307551320,0,230.0,0.0
1307551314,277049238,0,230.0,0.0
1307551320,302933716,0,228.0,2.0
1307551320,1307551314,0,230.0,2.0
1307551320,3536885709,0,230.0,2.0
1307552945,302933715,0,227.0,0.0
1307552945,302933714,0,227.0,0.0
1307552945,3699311327,0,227.0,0.0
1307552958,1307551314,0,230.0,0.0
1307553746,1307551302,0,228.0,0.0
1307554309,9802420926,0,227.0,0.0
1307554309,1307554317,0,227.0,0.0
1307554309,590516,0,227.0,0.0
1307554309,1353679175,0,227.0,0.0
1307554317,1307554309,0,227.0,2.0
1307554317,277049236,0,229.0,2.0
1307554317,1724560602,0,229.0,2.0
1307554318,1724560602,0,229.0,0.0
1307554994,1307554996,0,227.0,0.0
1307554994,21097756,0,227.0,0.0
1307554994,1307551302,0,227.0,0.0
1307554996,1307554994,0,227.0,0.0
1307554996,21097757,0,227.0,0.0
1307554996,1724560633,0,227.0,0.0
1307555568,1307556473,0,227.0,2.0
1307555568,403643740,0,227.0,2.0
1307555568,1307555570,0,229.0,2.0
1307555570,21097750,0,229.0,0.0
1307555570,1307555568,0,229.0,0.0
1307555570,1307556475,0,230.0,0.0
1307555570,403643740,0,229.0,0.0
1307555571,278819219,0,227.0,0.0
1307555571,403643740,0,227.0,0.0
1307555571,278819233,0,227.0,0.0
1307556473,1307555568,0,227.0,0.0
1307556473,21097750,0,229.0,0.0
1307556473,21097745,0,227.0,0.0
1307556475,21097752,0,230.0,-2.0
1307556475,1307555570,0,230.0,-2.0
1307556475,21097754,0,228.0,-2.0
1308311733,59413598,0,297.0,3.0
1308311733,229947490,0,301.0,3.0
1308311733,1308311910,0,300.0,3.0
1308311910,1308311733,0,300.0,0.0
1308312033,27488317,0,307.0,-4.0
1308312033,1622721265,0,305.0,-4.0
1308312033,269789270,0,303.0,-4.0
1308312115,1418559453,0,305.0,-1.0
1308312115,1308312143,0,304.0,-1.0
1308312115,269789153,0,304.0,-1.0
1308312143,27488308,0,305.0,-1.0
1308312143,269789153,0,303.0,-1.0
1308312143,1308312115,0,304.0,-1.0
1308373697,9041209059,0,302.0,2.0
1308373697,1419467474,0,304.0,2.0
1308786100,3013382348,0,227.0,0.0
1309322208,9878532051,0,353.0,9.0
1309322208,1309322210,0,361.0,9.0
1309322208,342903808,0,362.0,9.0
1309322210,1309322212,0,352.0,1.0
1309322210,1309322208,0,361.0,1.0
1309322210,679392345,0,353.0,1.0
1309322212,1309322210,0,352.0,0.0
1309322212,721393549,0,351.0,0.0
1309322212,9878532051,0,352.0,0.0
1309549848,94639234,0,229.0,0.0
1309550170,1309550430,0,245.0,0.0
1309550430,1309550170,0,245.0,6.0
1309550430,1309550585,0,251.0,6.0
1309550430,1199299173,0,251.0,6.0
1309550585,1309550430,0,251.0,0.0
1309551071,1229465209,0,227.0,0.0
1309606948,247693432,0,439.0,0.0
1309606948,60599852,0,444.0,0.0
1309606948,60599857,0,439.0,0.0
1310598644,2082741523,0,221.0,0.0
1310598644,8186234386,0,222.0,0.0
1310598644,276020756,0,221.0,0.0
1310598648,91816248,0,221.0,-3.0
1310598648,1821327165,0,218.0,-3.0
1310598648,2729376122,0,218.0,-3.0
1310601945,76900590,0,224.0,0.0
1310601945,1310601972,0,224.0,0.0
1310601972,800709642,0,224.0,0.0
1310601972,1310601945,0,224.0,0.0
1310688401,1592406348,0,289.0,-1.0
1310688401,11224646109,0,289.0,-1.0
1310688401,1589642604,0,288.0,-1.0
1310796712,2226013968,0,224.0,4.0
1310796712,2371583135,0,224.0,4.0
1310796712,82752799,0,228.0,4.0
1310875321,1310875323,0,270.0,7.0
1310875321,3310659665,0,268.0,7.0
1310875321,321682993,0,277.0,7.0
1310875323,1310875321,0,270.0,0.0
1310979570,1310979580,0,278.0,3.0
1310979570,5742158161,0,281.0,3.0
1310979580,1310979570,0,278.0,0.0
1310979582,1153377642,0,279.0,0.0
1310996191,1370013608,0,250.0,1.0
1310996191,461129241,0,251.0,1.0
1310996191,461129231,0,251.0,1.0
1311733721,1311733723,0,250.0,0.0
1311733723,1311733721,0,250.0,-5.0
1311733723,203520714,0,244.0,-5.0
1311733723,37725928,0,245.0,-5.0
1311737993,1311738015,0,349.3321316737239,3.957657312419201
1311737993,1311763584,0,341.10907000640924,3.957657312419201
1311737993,753463001,0,353.2897889861431,3.957657312419201
1311738015,1311737993,0,349.3321316737239,9.467812682278861
1311738015,753463004,0,358.79994435600275,9.467812682278861
1311763584,1311737993,0,341.10907000640924,-7.597979611682263
1311763584,1029735661,0,340.53889789088487,-7.597979611682263
1311763584,271414317,0,333.511090394727,-7.597979611682263
1311767421,1311769236,0,229.0,0.0
1311767421,5300922713,0,231.0,0.0
1311767421,8862191398,0,229.0,0.0
1311769157,3759723546,0,229.0,0.0
1311769157,5300922712,0,228.0,0.0
1311769157,45219564,0,229.0,0.0
1311769157,1311769236,0,229.0,0.0
1311769169,3759723546,0,229.0,2.0
1311769169,1831904043,0,229.0,2.0
1311769169,5300922711,0,230.0,2.0
1311769169,1811032398,0,231.0,2.0
1311769173,5300922713,0,231.0,-1.0
1311769173,1311769236,0,231.0,-1.0
1311769173,1311769236,1,231.0,-1.0
1311769173,1821257276,0,230.0,-1.0
1311769236,1311767421,0,229.0,0.0
1311769236,1311769173,0,231.0,0.0
1311769236,1311769173,1,231.0,0.0
1311769236,1311769157,0,229.0,0.0
1311795843,1019887824,0,341.0,-2.0
1311795843,1019887830,0,339.0,-2.0
1311797737,8544751402,0,330.0,0.0
1311797737,96567922,0,330.0,0.0
1311797737,1626160459,0,331.0,0.0
1311797737,693087459,0,330.0,0.0
1311964926,8704829011,0,347.0,0.0
1311964926,1377416905,0,347.0,0.0
1311964926,8704828969,0,347.0,0.0
1312808784,1316624448,0,229.0,-2.0
1312808784,91893599,0,228.0,-2.0
1312808784,76896887,0,227.0,-2.0
1312820801,1312820803,0,223.0,0.0
1312820801,583324461,0,223.0,0.0
1312820801,3752230401,0,223.0,0.0
1312820803,91878863,0,223.0,0.0
1312820803,91878864,0,223.0,0.0
1312820806,583324461,0,223.0,0.0
1312820806,1312820803,0,223.0,0.0
1314164827,4179405444,0,428.0,0.0
1314164827,1314164945,0,428.0,0.0
1314164827,8249658204,0,428.0,0.0
1314164861,1387622922,0,430.0,0.0
1314164861,1314164865,0,431.0,0.0
1314164861,1807518798,0,430.0,0.0
1314164865,1387622922,0,430.0,1.0
1314164865,1807518784,0,430.0,1.0
1314164865,1314164861,0,431.0,1.0
1314164945,1314164827,0,428.0,0.0
1314164945,892207489,0,428.0,0.0
1314164945,8249658207,0,428.0,0.0
1315946811,1315946820,0,260.0,0.0
1315946820,252499172,0,259.0,1.0
1315946820,1725445444,0,258.0,1.0
1315946820,1315946811,0,260.0,1.0
1316125428,1316125462,0,447.0,0.0
1316125431,1316125459,0,448.0,0.0
1316125431,1316125462,0,447.0,0.0
1316125431,1316125466,0,448.0,0.0
1316125444,1316125474,0,445.0,1.0
1316125444,154694603,0,445.0,1.0
1316125444,154695529,0,446.0,1.0
1316125459,1316125431,0,448.0,0.0
1316125462,1316125428,0,447.0,0.0
1316125462,1316125490,0,447.0,0.0
1316125462,1316125431,0,447.0,0.0
1316125466,292322927,0,446.0,2.0
1316125466,9866268280,0,448.0,2.0
1316125466,1316125431,0,448.0,2.0
1316125474,1316125444,0,445.0,0.0
1316125490,1316125462,0,447.0,0.0
1316392613,1227092698,0,224.0,0.0
1316564580,1316564692,0,248.0,0.0
1316564616,1367178902,0,221.0,-2.0
1316564616,1648442939,0,219.0,-2.0
1316564616,1648442935,0,219.0,-2.0
1316564658,1316564692,0,245.0,0.0
1316564692,1316564658,0,245.0,3.0
1316564692,226533151,0,247.0,3.0
1316564692,1316564580,0,248.0,3.0
1316564704,82660543,0,248.0,0.0
1316624032,1199299285,0,229.0,0.0
1316624198,91892572,0,226.0,0.0
1316624315,76896887,0,227.0,-1.0
1316624315,1316625918,0,227.0,-1.0
1316624315,91891180,0,226.0,-1.0
1316624394,1316625540,0,230.0,0.0
1316624394,76896887,0,229.0,0.0
1316624394,76896885,0,230.0,0.0
1316624448,1312808784,0,229.0,0.0
1316625540,1316624394,0,230.0,0.0
1316625918,1316624315,0,227.0,0.0
1316950806,5827537444,0,299.0,0.0
1316950806,5827537443,0,299.0,0.0
1316950806,5827537453,0,299.0,0.0
1316950808,1316950883,0,300.0,0.0
1316950833,1316950892,0,300.0,0.0
1316950833,5827997593,0,300.0,0.0
1316950833,1316950883,0,300.0,0.0
1316950859,1626160487,0,299.0,-1.0
1316950859,5827537442,0,298.0,-1.0
1316950859,1316950888,0,298.0,-1.0
1316950881,5827537445,0,299.0,0.0
1316950881,1316950806,0,299.0,0.0
1316950883,1316950808,0,300.0,0.0
1316950883,5827997592,0,300.0,0.0
1316950883,1316950881,0,300.0,0.0
1316950888,4822283189,0,296.0,-1.0
1316950888,5827997278,0,296.0,-1.0
1316950888,4822283185,0,295.0,-1.0
1316950892,1316950833,0,300.0,0.0
1316950896,844075426,0,302.0,1.0
1316950896,1316950833,0,302.0,1.0
1316950896,844075447,0,303.0,1.0
1317371162,4942202104,0,458.0,0.0
1317655435,261878230,0,349.0,0.0
1321505639,254378350,0,397.0,-7.0
1321505639,254378344,0,390.0,-7.0
1321505639,1321505640,0,390.0,-7.0
1321505640,1321505639,0,390.0,0.0
1323333211,1323334365,0,227.0,0.0
1323334365,82751732,0,226.0,1.0
1323334365,82751734,0,233.0,1.0
1323334365,1323333211,0,227.0,1.0
1323373796,4187547594,0,222.0,0.0
1323373891,227435333,0,259.0,-3.0
1323373891,82661488,0,258.0,-3.0
1323373891,1323374115,0,256.0,-3.0
1323374115,1323373891,0,256.0,0.0
1324059018,559738435,0,379.0,0.0
1324063336,1324063337,0,378.0,-1.0
1324063336,1324063958,0,377.0,-1.0
1324063337,1324063339,0,378.0,1.0
1324063337,551695,0,379.0,1.0
1324063338,1324063339,0,378.0,1.0
1324063338,1324059018,0,379.0,1.0
1324063339,1324063336,0,378.0,1.0
1324063339,1324059018,0,379.0,1.0
1324063958,1324067316,0,375.0,0.0
1324063958,1324067327,0,375.0,0.0
1324063959,1324067319,0,375.0,1.0
1324063959,580159288,0,376.0,1.0
1324067312,1324067327,0,375.0,2.0
1324067312,1324063337,0,377.0,2.0
1324067316,1324063959,0,377.0,0.0
1324067319,1324067312,0,375.0,0.0
1324067327,1324063959,0,375.0,0.0
1324067327,1324067316,0,375.0,0.0
1324116574,59911558,0,372.0,-2.0
1324116574,59911579,0,367.0,-2.0
1324116574,3816245134,0,370.0,-2.0
1324116577,54193038,0,376.0,0.0
1324116577,3621954142,0,376.0,0.0
1324116577,5451011382,0,376.0,0.0
1324122575,5001664929,0,372.0,0.0
1324122575,129998795,0,372.0,0.0
1324122575,3621954161,0,372.0,0.0
1324122591,54193648,0,374.0,0.0
1324397540,91805057,0,228.0,0.0
1326910676,59648205,0,431.0,0.0
1326910676,1326910685,0,431.0,0.0
1326910676,1326910685,1,431.0,0.0
1326910685,482765169,0,429.0,2.0
1326910685,1326910676,0,431.0,2.0
1326910685,1326910676,1,431.0,2.0
1327221424,1327221458,0,237.0,0.0
1327221458,252060883,0,238.0,-1.0
1327221458,1186273344,0,234.0,-1.0
1327221458,1327221424,0,237.0,-1.0
1327826845,1327826880,0,429.0,-1.0
1327826845,1327826880,1,427.0,-1.0
1327826845,892207421,0,428.0,-1.0
1327826880,1327826845,0,427.0,1.0
1327826880,1327826845,1,429.0,1.0
1327826880,270183065,0,428.0,1.0
1327841507,1327841533,0,419.0,0.0
1327841529,2894040245,0,422.0,0.0
1327841529,1327841533,0,421.0,0.0
1327841529,59647600,0,422.0,0.0
1327841533,1327841529,0,421.0,-2.0
1327841533,1327841535,0,418.0,-2.0
1327841533,1327841507,0,419.0,-2.0
1327841535,60601568,0,419.0,2.0
1327841535,1327841533,0,418.0,2.0
1327841535,60601565,0,421.0,2.0
1327849277,3499068475,0,434.0,1.0
1327849277,1807518881,0,437.0,1.0
1327849277,1570171153,0,435.0,1.0
1327878527,59779268,0,301.0,0.0
1327878527,59779270,0,301.0,0.0
1328613924,248474335,0,416.0,2.0
1328613924,60601539,0,415.0,2.0
1328613924,1547782012,0,415.0,2.0
1328613924,1547781917,0,418.0,2.0
1328837919,26749804,0,227.0,-2.0
1328837919,923946646,0,225.0,-2.0
1328837938,253423951,0,246.0,0.0
1328838095,1328838569,0,235.0,0.0
1328838386,35627616,0,237.0,0.0
1328838386,1328838618,0,237.0,0.0
1328838569,26786754,0,234.0,1.0
1328838569,1328838386,0,235.0,1.0
1328838593,1328838614,0,235.0,-3.0
1328838593,278209332,0,235.0,-3.0
1328838593,26749801,0,232.0,-3.0
1328838614,35627615,0,237.0,0.0
1328838614,1328838618,0,237.0,0.0
1328838618,1578946456,0,236.0,0.0
1328838619,4213516247,0,223.0,0.0
1328838619,2723481848,0,222.0,0.0
1328838619,1865094305,0,223.0,0.0
1328850721,55586418,0,291.0,-6.0
1328850721,54875520,0,291.0,-6.0
1328850721,54829298,0,285.0,-6.0
1328850727,3722790485,0,279.0,-1.0
1328850727,2078786755,0,278.0,-1.0
1328850730,9392559727,0,277.0,3.0
1328850730,54829235,0,279.0,3.0
1328850730,1328850732,0,280.0,3.0
1328850732,1328850736,0,277.0,3.0
1328850732,54829226,0,281.0,3.0
1328850732,1328850730,0,280.0,3.0
1328850734,54829245,0,279.0,-1.0
1328850734,54829222,0,278.0,-1.0
1328850736,1328850732,0,277.0,0.0
1328862477,150578840,0,248.0,2.0
1328862477,5859309591,0,249.0,2.0
1328862477,1328862488,0,250.0,2.0
1328862488,253686885,0,250.0,0.0
1328862488,1328862623,0,252.0,0.0
1328862488,1328862477,0,250.0,0.0
1328862530,137322586,0,238.0,-1.0
1328862530,268868914,0,236.0,-1.0
1328862530,137322578,0,237.0,-1.0
1328862623,1328862488,0,252.0,0.0
1329550475,1329550489,0,223.0,0.0
1329550489,91816248,0,223.0,0.0
1329550489,2729376127,0,223.0,0.0
1329550489,1329550475,0,223.0,0.0
1329560265,1329560273,0,225.0,0.0
1329560266,1329560265,0,225.0,0.0
1329560266,1329560265,1,225.0,0.0
1329560267,312842903,0,226.0,0.0
1329560268,1329560273,0,225.0,1.0
1329560268,1329560266,0,226.0,1.0
1329560273,1329560267,0,225.0,0.0
1329560275,1329560268,0,226.0,1.0
1329560275,1329560267,0,227.0,1.0
1330596962,4131453386,0,227.0,-1.0
1330596962,6297300591,0,226.0,-1.0
1330596962,1330597711,0,226.0,-1.0
1330597409,1330597409,0,226.0,-2.0
1330597409,1330597409,1,226.0,-2.0
1330597409,310603738,0,224.0,-2.0
1330597540,1340980134,0,224.0,0.0
1330597544,1330597609,0,225.0,0.0
1330597609,11442959754,0,224.0,1.0
1330597609,91805058,0,224.0,1.0
